Time,BasePrice,USDPrice,24Hr USD Volume
2017-11-16 04:35:31.382211,0.04546365,329.6946609795,34002905.53975532
2017-11-16 04:36:31.939610,0.04557888,330.53028935040004,34011905.907581516
2017-11-16 04:37:32.312680,0.045596,330.65444068,34050353.338909514
2017-11-16 04:38:32.607589,0.04559598,330.6542956434,34046781.81959627
2017-11-16 04:39:33.075792,0.045596,330.65444068,34039423.076809324
2017-11-16 04:40:33.352479,0.04559601,330.38823249989997,34003746.29327151
2017-11-16 04:41:33.645343,0.04559601,330.38823249989997,34004319.763455145
2017-11-16 04:42:34.072591,0.04557699,330.25041377009995,33975852.38450176
2017-11-16 04:43:34.366393,0.04559601,330.38823249989997,33944773.31460557
2017-11-16 04:44:34.644588,0.0453301,328.461451299,33942497.64021798
2017-11-16 04:45:34.920809,0.04547053,328.997472762,33894876.96104856
2017-11-16 04:46:35.379130,0.04542607,328.675786878,33890222.23967404
2017-11-16 04:47:35.680227,0.04542609,328.675931586,33829872.71350669
2017-11-16 04:48:36.431241,0.04537821,328.329500634,33823466.13320734
2017-11-16 04:49:36.721025,0.04557,330.7087812,33905649.64075829
2017-11-16 04:50:36.994635,0.04540001,329.4751365716,33858538.0862657
2017-11-16 04:51:37.243920,0.04542619,329.6651290204,33855370.579621136
2017-11-16 04:52:37.550542,0.045427,329.67100732,33855332.60522514
2017-11-16 04:53:37.828544,0.04533308,328.9894148528,33850885.48390758
2017-11-16 04:54:38.258323,0.04542619,329.1527215972,33784683.78638064
2017-11-16 04:55:38.852256,0.04542619,329.1527215972,33786640.91943678
2017-11-16 04:56:39.386271,0.04541,329.0354108,33778928.174853005
2017-11-16 04:57:39.666348,0.04542619,329.1527215972,33774116.23072454
2017-11-16 04:58:40.130025,0.04557,330.1947516,33762181.62119139
2017-11-16 04:59:40.453154,0.04557,330.0867507,33749246.08267282
2017-11-16 05:00:40.920721,0.04557,330.0867507,33742167.700579934
2017-11-16 05:01:41.365402,0.045596,330.27508195999997,33737044.148724064
2017-11-16 05:02:41.807831,0.04535235,328.5102007485,33732302.026921615
2017-11-16 05:03:42.103572,0.04537202,328.6526805902,33732378.69331798
2017-11-16 05:04:42.539466,0.045596,329.75665544,33681958.15882696
2017-11-16 05:05:43.145700,0.04559,329.7132626,33677847.195873365
2017-11-16 05:06:43.511150,0.04559,329.7132626,33669442.17857869
2017-11-16 05:07:43.940139,0.04540101,328.3464604614,33678640.04084497
2017-11-16 05:08:44.372237,0.045596,329.75665544,33681555.83726537
2017-11-16 05:09:44.687895,0.045596,329.75665544,33676846.90094355
2017-11-16 05:10:44.989389,0.0455,330.042895,33769743.5800374
2017-11-16 05:11:45.265812,0.04559601,330.7393217769,33766758.573662445
2017-11-16 05:12:45.702544,0.04553,330.2605057,33760668.79131996
2017-11-16 05:13:45.995985,0.04553001,330.2605782369,33743344.531261966
2017-11-16 05:14:46.310921,0.04553001,330.2605782369,33718861.20704077
2017-11-16 05:15:46.616475,0.0455301,329.17898059199996,33607175.21732569
2017-11-16 05:16:46.872176,0.04553049,329.1818002608,33607175.10222536
2017-11-16 05:17:47.172190,0.04553001,329.17832989920004,33602500.2773808
2017-11-16 05:18:47.487641,0.04553,329.1782576,33591430.93113905
2017-11-16 05:19:47.735126,0.045596,329.65543232,33577335.22483076
2017-11-16 05:20:48.155274,0.04559601,329.4507785343,33551862.271264147
2017-11-16 05:21:48.421703,0.04559601,329.4507785343,33559389.40523541
2017-11-16 05:22:48.761708,0.04553001,328.97390015430005,33548148.34670371
2017-11-16 05:23:49.243198,0.04559599,329.4506340257,33461184.377292436
2017-11-16 05:24:49.538401,0.04559599,329.4506340257,33461184.377292436
2017-11-16 05:25:49.816860,0.04559599,329.4884786974,33424055.447267946
2017-11-16 05:26:50.086647,0.04559601,329.4886232226,33367665.50815897
2017-11-16 05:27:50.539563,0.04559601,329.4886232226,33390721.123302273
